Brand,Source,Status,Relevance,Origin,Holder,Holder Country,Number,App. Date,Image class,Nice CI.,Image
НАЙЗА,KZ TM,Active,8,KZ,"Индивидуальный предприниматель «NIET», Хамралиева Наргиза Пайзал...",KZ,94606,2020-01-13,,"31, 32, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94606&IMG=46/06/94606-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
DEFENDERR,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «RR TATTOO»,KZ,94605,2020-01-13,,"4, 10, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94605&IMG=46/05/94605-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
МЕЛИОР ТРЕЙД,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Мелиор трейд»,KZ,94609,2020-01-13,,"9, 14, 21",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94609&IMG=46/09/94609-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
KIDBURG,KZ TM,Active,8,KZ,Общество с ограниченной ответственностью «КИДБУРГ»,,94630,2020-01-13,VC.29.01,"18, 30, 37, 43",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94630&IMG=46/30/94630-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
glo EXPERIENCE THE UNEXPECTED,KZ TM,Active,8,KZ,Бритиш Американ Тобакко (Брэндз) Лимитед,GB,94599,2020-01-11,,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94599&IMG=45/99/94599-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
HELLO glo,KZ TM,Active,8,KZ,Бритиш Американ Тобакко (Брэндз) Лимитед,GB,94598,2020-01-11,,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94598&IMG=45/98/94598-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
kaspi bank,KZ TM,Active,8,KZ,Акционерное общество «Kaspi Bank»,KZ,94597,2020-01-10,VC.02.01,"37, 41, 44",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94597&IMG=45/97/94597-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
KASPI GOLD,KZ TM,Active,8,KZ,Акционерное общество «Kaspi Bank»,KZ,94592,2020-01-10,,"37, 41, 44",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94592&IMG=45/92/94592-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Эстегран Estegran,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «AVITA (АВИТА)»,KZ,94591,2020-01-10,,"7, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94591&IMG=45/91/94591-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
KOSKA,KZ TM,Active,8,KZ,Мертер Хелва Санайи Ве Тиджарет А. Ш.,TR,94596,2020-01-10,,"31, 32",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94596&IMG=45/96/94596-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
RED,KZ TM,Active,8,KZ,Акционерное общество «Kaspi Bank»,KZ,94594,2020-01-10,,"37, 41, 44",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94594&IMG=45/94/94594-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
KASPI RED,KZ TM,Active,8,KZ,Акционерное общество «Kaspi Bank»,KZ,94593,2020-01-10,,"37, 41, 44",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94593&IMG=45/93/94593-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Ресвагил Resvagil,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «AVITA (АВИТА)»,KZ,94589,2020-01-10,,"7, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94589&IMG=45/89/94589-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Атрикс Atriks,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «AVITA (АВИТА)»,KZ,94588,2020-01-10,,"7, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94588&IMG=45/88/94588-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
V,KZ TM,Active,8,KZ,"УЛАНХОТ ШУНЬЮАН АГРИКАЛЧУРАЛ МАШИНЕРИ МАНУФАКЧУРИНГ КО., ЛТД",CN,94584,2020-01-10,VC.28.03,9,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94584&IMG=45/84/94584-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
G GLUBINA G G G,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «VelDes Premium»,KZ,94582,2020-01-10,,"35, 41, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94582&IMG=45/82/94582-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Wash Tower,KZ TM,Active,8,KZ,ЭлДжи Электроникс Инк.,,94577,2020-01-10,,"9, 13",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94577&IMG=45/77/94577-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
БОНУС,KZ TM,Active,8,KZ,Акционерное общество «Kaspi Bank»,KZ,94575,2020-01-10,VC.26.01,"37, 41, 44",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94575&IMG=45/75/94575-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
No Verbal Elements,KZ TM,Active,8,KZ,Акционерное общество «Kaspi Bank»,KZ,94579,2020-01-10,,"37, 41, 44",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94579&IMG=45/79/94579-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
MY HOME,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Magnum Cash&Carry»,KZ,94548,2020-01-09,VC.27.05,"5, 18, 23, 26, 27, 30, 31, 32, 33, 34, 37, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94548&IMG=45/48/94548-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
TAUREST,KZ TM,Active,8,KZ,Ануаров Бексултанхожа Абдикахарович,KZ,94561,2020-01-09,,"30, 37, 41",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94561&IMG=45/61/94561-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Solido,KZ TM,Active,8,KZ,Индивидуальный предприниматель Сагимбекова Алтыншаш Нуркидировна,KZ,94556,2020-01-09,,"20, 27, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94556&IMG=45/56/94556-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ЧУДНО,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Молочный завод «Со...,KZ,94555,2020-01-09,,"31, 32",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94555&IMG=45/55/94555-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
БАРЛЫҒЫН ҮЙГЕ,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Magnum Cash&Carry»,KZ,94553,2020-01-09,,"5, 18, 23, 26, 27, 30, 31, 32, 33, 34, 37, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94553&IMG=45/53/94553-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Ледяной родник,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «VelDes Premium»,KZ,94552,2020-01-09,"VC.06.01, VC.29.01","35, 41, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94552&IMG=45/52/94552-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ВСЁ В ДОМ,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Magnum Cash&Carry»,KZ,94550,2020-01-09,,"5, 18, 23, 26, 27, 30, 31, 32, 33, 34, 37, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94550&IMG=45/50/94550-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
KM Life ®,KZ TM,Active,8,KZ,Акционерное общество «Компания по страхованию жизни «KM LIFE»,KZ,94545,2020-01-08,,38,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94545&IMG=45/45/94545-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
No Verbal Elements,KZ TM,Active,8,KZ,Акционерное общество «Компания по страхованию жизни «KM LIFE»,KZ,94544,2020-01-08,,38,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94544&IMG=45/44/94544-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
VUSE ALTO,KZ TM,Active,8,KZ,Никовенчерс Холдингс Лимитед,GB,94542,2020-01-08,,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94542&IMG=45/42/94542-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
DRILL TRADE,KZ TM,Active,8,KZ,Tоварищество с ограниченной ответственностью «Drill Trade»,KZ,94547,2020-01-08,,"9, 11, 44",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94547&IMG=45/47/94547-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
KELESHEK MURASY,KZ TM,Active,8,KZ,Акционерное общество «Компания по страхованию жизни «KM LIFE»,KZ,94546,2020-01-08,,38,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94546&IMG=45/46/94546-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ALTO,KZ TM,Active,8,KZ,Никовенчерс Холдингс Лимитед,GB,94541,2020-01-08,,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94541&IMG=45/41/94541-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
WINSTON XStyle NEXT GENERATION XSTYLE DESIGN WITH PREMIUM BLEND TACTILE FILTER AND FRESH SWIPE TECH,KZ TM,Active,8,KZ,Джапан Тобакко Инк.,JP,94539,2020-01-08,,36,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94539&IMG=45/39/94539-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ZORVEC,KZ TM,Active,8,KZ,Е. И. дю Пон де Немур энд Компани,,94534,2020-01-08,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94534&IMG=45/34/94534-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ashimori,KZ TM,Active,8,KZ,Х.М.Л. АУТО ИНДАСТРИС СДН БХД,MY,94538,2020-01-08,,14,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94538&IMG=45/38/94538-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Зорвек,KZ TM,Active,8,KZ,Е. И. дю Пон де Немур энд Компани,,94535,2020-01-08,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94535&IMG=45/35/94535-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
SARYAGASH МИНЕРАЛДЫ ТАБИҒИ АУЫЗ ЕМДІК-АС СУЫ МИНЕРАЛЬНАЯ ПРИРОДНАЯ ПИТЬЕВАЯ ЛЕЧЕБНО-СТОЛОВАЯ ВОДА ГАЗДАЛҒАН ГАЗИРОВАННАЯ ТОО АЛЕКС ЖШС ALEX,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Алекс»,KZ,94520,2020-01-05,"VC.26.02, VC.26.03, VC.26.04, VC.26.05, VC.26.07, VC.26.11, VC.26.13, VC.26.15, VC.28.01, VC.28.03, VC.28.05, VC.28.07, VC.28.09, VC.28.11, VC.28.17, VC.28.19, VC.26.12, VC.26.08, VC.26.06, VC.28.20, VC.26.09, VC.28.06, VC.28.18, VC.26.10, VC.26.01","34, 37, 41, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94520&IMG=45/20/94520-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
АТЫРАУ ЭНЕРГО САТУ,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «АтырауЭнергосату»,KZ,94525,2020-01-05,"VC.26.13, VC.26.05, VC.26.03",6,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94525&IMG=45/25/94525-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
СС CAREER center,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Career Center»,KZ,94524,2020-01-05,,"37, 38, 43",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94524&IMG=45/24/94524-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Vellanel,KZ TM,Active,8,KZ,Индивидуальный предприниматель Шилова Виктория Викторовна,KZ,94518,2020-01-04,VC.27.05,"20, 27, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94518&IMG=45/18/94518-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Toddler Preschool,KZ TM,Active,8,KZ,Индивидуальный предприниматель Сабырбаева Индира Жолшибековна,KZ,94517,2020-01-03,"VC.27.05, VC.14.05",43,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94517&IMG=45/17/94517-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
МЕДИДЕЗ Все для дезинфекции и гигиены,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Научно-производств...,KZ,94516,2020-01-02,,"5, 7, 37, 42",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94516&IMG=45/16/94516-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
MEDIDEZ All for disinfection and hygiene,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Научно-производств...,KZ,94515,2020-01-02,,"5, 7, 37, 42",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94515&IMG=45/15/94515-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ZEKU,KZ TM,Active,8,KZ,"ГУАНГДОНГ ОППО МОБАЙЛ ТЕЛЕКОММУНИКЕЙШНС КОРП., ЛТД.",CN,94504,2019-12-31,,11,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94504&IMG=45/04/94504-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
BSG TECHNOLOGY,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «BSG Technology»,KZ,94512,2019-12-31,,"9, 42",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94512&IMG=45/12/94512-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ЮКС ЛЮКС,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Водовоз»,KZ,94511,2019-12-31,,"34, 37, 42",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94511&IMG=45/11/94511-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
CHUM CHURUM 처음처럼,KZ TM,Active,8,KZ,"Лотте Чхилсунъ Беверидж Ко., Лтд.",,94510,2019-12-31,,35,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94510&IMG=45/10/94510-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ремонтов,KZ TM,Active,8,KZ,Индивидуальный предприниматель «Плетнева Эльмира Альфридовна»,KZ,94514,2019-12-31,,"37, 39, 41",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94514&IMG=45/14/94514-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
BIOLINE,KZ TM,Active,8,KZ,Эбботт Рэпид Дайагностикс Интернэшнл Анлимитед Компани,MT,94513,2019-12-31,,"3, 7",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94513&IMG=45/13/94513-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
KRIS P,KZ TM,Active,8,KZ,Ешмухамбетов Ерулан Султанбекулы,KZ,94508,2019-12-31,,"37, 40, 43",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94508&IMG=45/08/94508-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
BORODA БОРОДА,KZ TM,Active,8,KZ,Индивидуальный предприниматель Доскенова Айгуль Тлеугалиевна,KZ,94507,2019-12-31,,"37, 43, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94507&IMG=45/07/94507-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
DAILY FOOD SINCE 2019,KZ TM,Active,8,KZ,Турсунбаев Фурхат Абдурахманович,KZ,94506,2019-12-31,VC.11.01,"37, 43, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94506&IMG=45/06/94506-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ТОЛАҒАЙ TOLAGAI,KZ TM,Active,8,KZ,Кульжекенов Руслан Неспаевич,KZ,94500,2019-12-30,,"43, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94500&IMG=45/00/94500-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
алтын кар,KZ TM,Active,8,KZ,Дунпин цзюсинь биокемистри Ко. Лтд.,CN,94488,2019-12-30,,32,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94488&IMG=44/88/94488-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
HONEY-HONEY,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Esentai RC»,KZ,94487,2019-12-30,,45,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94487&IMG=44/87/94487-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
CASA MAFIA,KZ TM,Active,8,KZ,"Индивидуальный предприниматель «MAFIA», Севастьянов Евгений Нико...",KZ,94499,2019-12-30,"VC.08.01, VC.08.03, VC.08.05, VC.08.02, VC.26.04, VC.08.07","43, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94499&IMG=44/99/94499-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ПЕКАТОРИЯ БУФЕТ И ПЕКАРНЯ,KZ TM,Active,8,KZ,Басыров Роман Игоревич,KZ,94498,2019-12-30,,"32, 34, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94498&IMG=44/98/94498-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
WANTELLO,KZ TM,Active,8,KZ,Индивидуальный предприниматель Далипов С.С.,KZ,94493,2019-12-30,,"20, 27, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94493&IMG=44/93/94493-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
БАРУХ СЕМЕЧКИ 1989 НАЧАЛО ПУТИ ЖАРЕНЫЕ промытые в соленом растворе,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «БАРУХ АБА»,KZ,94491,2019-12-30,,"31, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94491&IMG=44/91/94491-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Finpark,KZ TM,Active,8,KZ,Алибекова Жулдыз Абзаловна,KZ,94494,2019-12-30,,"37, 38, 43",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94494&IMG=44/94/94494-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
alhat,KZ TM,Active,8,KZ,Альмуханов Кабжан Хабдылькакимович,KZ,94482,2019-12-27,,18,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94482&IMG=44/82/94482-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
QOBYZ,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «DALATEX»,KZ,94480,2019-12-27,,27,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94480&IMG=44/80/94480-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Oral-B,KZ TM,Active,8,KZ,Зе Джиллетт Компани ЭлЭлСи,,94484,2019-12-27,,32,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94484&IMG=44/84/94484-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Волна ® сеть магазинов,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Центр 2020»,KZ,94479,2019-12-27,VC.29.01,"31, 34, 35, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94479&IMG=44/79/94479-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Коралнид - Coralneed,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Anadhi»,KZ,94477,2019-12-27,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94477&IMG=44/77/94477-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Коралвита - Coralvita,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Anadhi»,KZ,94476,2019-12-27,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94476&IMG=44/76/94476-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
SINCE 1995 СЫТНОФФ КАЧЕСТВЕННЫЙ ПРОДУКТ,KZ TM,Active,8,KZ,Лукаш Вадим Владимирович,KZ,94471,2019-12-27,,31,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94471&IMG=44/71/94471-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Коралид - Coralid,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Anadhi»,KZ,94475,2019-12-27,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94475&IMG=44/75/94475-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Коралпрост - Coralprost,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Anadhi»,KZ,94474,2019-12-27,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94474&IMG=44/74/94474-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
cost CB BACK,KZ TM,Active,8,KZ,Шорманбаев Амангельды Сергеевич,KZ,94473,2019-12-27,,"11, 44",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94473&IMG=44/73/94473-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
A AYNALI SECURITY,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «AYNALІ SECURITY»,KZ,94444,2019-12-26,"VC.25.01, VC.25.03, VC.25.05, VC.25.07, VC.25.12, VC.25.06, VC.25.26, VC.25.16, VC.25.09, VC.25.08, VC.25.04, VC.25.11, VC.25.27, VC.01.01",37,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94444&IMG=44/44/94444-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
A Astega,KZ TM,Active,8,KZ,Переверзев Павел Николаевич,KZ,94443,2019-12-26,,"27, 37, 41",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94443&IMG=44/43/94443-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
